code,name,city,country
NYI,Sunyani,Sunyani,Ghana
NYK,Nanyuki Civil Airport,Nanyuki,Kenya
NYM,Nadym Airport,Nadym,Russia
NYN,Nynashamn Ferry Port,Nynashamn,Sweden
NYO,Skavsta,Stockholm,Sweden
NYT,Naypyitaw,Naypyitaw,Myanmar
NYU,Bagan Intl,Nyuang U,Myanmar
NZA,Maria Reiche Neuman Airport,Nazca,Peru
NZC,Cecil Field,Jacksonville,United States
NZH,Manzhouli,Manzhouli,China
NZJ,El Toro,Santa Ana,United States
NZY,North Island Nas,San Diego,United States
O03,Morgantown Airport,Morgantown,United States
O27,Oakdale Airport,Oakdale,United States
OAG,Orange Airport,Orange,Australia
OAJ,Albert J Ellis,Jacksonville NC,United States
OAK,Metropolitan Oakland Intl,Oakland,United States
OAL,Marktoberdorf BF,Marktoberdorf,Germany
OAM,Oamaru,Oamaru,New Zealand
OAR,Marina Muni,Fort Ord,United States
OAX,Xoxocotlan Intl,Oaxaca,Mexico
OBC,Obock,Obock,Djibouti
OBE,County,Okeechobee,United States
OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany
OBN,Oban Airport,North Connel,United Kingdom
OBO,Obihiro,Obihiro,Japan
OBS,Ardeche Meridionale,Aubenas-vals-lanas,France
OBU,Kobuk Airport,Kobuk,United States
OBX,Obo Airport,Obo,Papua New Guinea
OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland
OCA,Key Largo,Ocean Reef Club Airport,United States
OCC,Francisco De Orellana,Coca,Ecuador
OCF,International Airport,Ocala,United States
OCJ,Boscobel,Ocho Rios,Jamaica
OCV,Aguas Claras,Ocana,Colombia
ODB,Cordoba,Cordoba,Spain
ODE,Odense,Odense,Denmark
ODH,Odiham,Odiham,United Kingdom
ODN,Long Seridan Airport,Long Seridan,Malaysia
ODO,Bodaibo,Bodaibo,Russia
ODS,Odesa Intl,Odessa,Ukraine
ODY,Oudomxay,Muang Xay,Laos
OEB,Branch County Memorial Airport,Coldwater,United States
OEM,Vincent Fayks Airport,Paloemeu,Suriname
OER,Ornskoldsvik,Ornskoldsvik,Sweden
OES,Antoine De St Exupery Airport,San Antonio Oeste,Argentina
OFF,Offutt Afb,Omaha,United States
OFU,Ofu Airport,Ofu,American Samoa
OGG,Kahului,Kahului,United States
OGL,Ogle,Georgetown,Guyana
OGN,Yonaguni,Yonaguni Jima,Japan
OGS,Ogdensburg Intl,Ogdensburg,United States
OGX,Ouargla,Ouargla,Algeria
OGZ,Beslan Airport,Beslan,Russia
OHD,Ohrid,Ohrid,Macedonia
OHE,Heilongjiang Mohe Airport,Mohe County,China
OHH,Okha Airport,Okha,Russia
OHO,Okhotsk Airport,Okhotsk,Russia
OHR,Wyk auf Foehr,Wyk,Germany
OIA,Ourilandia do Norte Airport,Ourilandia do Norte,Brazil
OIM,Oshima,Oshima,Japan
OIR,Okushiri,Okushiri,Japan
OIT,Oita,Oita,Japan
OJC,Johnson County Airport,Olathe,United States
OKA,Naha,Okinawa,Japan
OKB,Orchid Beach,Fraser Island,Australia
OKC,Will Rogers World,Oklahoma City,United States
OKD,Okadama Airport,Sapporo,Japan
OKF,Okaukuejo Airport,Okaukuejo,Namibia
OKI,Oki,Oki Island,Japan
OKJ,Okayama,Okayama,Japan
OKN,Okondja,Okondja,Gabon
OKO,Yokota Ab,Yokota,Japan
OKR,Yorke Island Airport,Yorke Island,Australia
OKU,Mokuti Lodge Airport,Mokuti Lodge,Namibia
OKY,Oakey Airport,Oakey,Australia
OLA,Orland,Orland,Norway
OLB,Olbia Costa Smeralda,Olbia,Italy
OLC,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil
OLF,LM Clayton Airport,Wolf Point,United States
OLH,Old Harbor Airport,Old Harbor,United States
OLM,Olympia Regional Airpor,Olympia,United States
OLN,Colonia Sarmiento,Colonia Sarmiento,Argentina
OLP,Olympic Dam Airport,Olympic Dam,Australia
OLS,Nogales Intl,Nogales,United States
OLT,San Diego Old Town Transit Center,San Diego,United States
OLV,Olive Branch Muni,Olive Branch,United States
OLZ,North West Santo Airport,Olpoi,Vanuatu
OMA,Eppley Afld,Omaha,United States
OMB,Omboue Hopital,Omboue Hospial,Gabon
OMC,Ormoc Airport,Ormoc City,Philippines
OMD,Oranjemund Airport,Oranjemund,Namibia
OME,Nome,Nome,United States
OMF,King Hussein,Mafraq,Jordan
OMH,Uromiyeh Airport,Uromiyeh,Iran
OMM,Marmul,Marmul,Oman
OMN,Ormond Beach municipal Airport,Ormond Beach,United States
OMO,Mostar,Mostar,Bosnia and Herzegovina
OMR,Oradea,Oradea,Romania
OMS,Omsk,Omsk,Russia
ONB,Ononge Airport,Ononge,Papua New Guinea
OND,Ondangwa Airport,Ondangwa,Namibia
ONG,Mornington Island Airport,Mornington Island,Australia
ONH,Oneonta Municipal Airport,Oneonta,United States
ONJ,Odate Noshiro Airport,Odate Noshiro,Japan
ONP,Newport Municipal Airport,Newport,United States
ONQ,Zonguldak,Zonguldak,Turkey
ONS,Onslow,Onslow,Australia
ONT,Ontario Intl,Ontario,United States
ONX,Enrique Adolfo Jimenez Airport,Col�_n,Panama
OOK,Toksook Bay Airport,Toksook Bay,United States
OOL,Gold Coast,Coolangatta,Australia
OOM,Cooma Snowy Mountains Airport,Cooma,Australia
OPF,Opa Locka,Miami,United States
OPO,Porto,Porto,Portugal
OPS,Sinop Airport,Sinop,Brazil
OPU,Balimo Airport,Balimo,Papua New Guinea
OQN,Brandywine Airport,West Goshen Township,United States
OQU,Quonset State Airport,North Kingstown,United States
ORA,Oran,Oran,Argentina
ORB,Orebro,Orebro,Sweden
ORD,Chicago Ohare Intl,Chicago,United States
ORE,Bricy,Orleans,France
ORF,Norfolk Intl,Norfolk,United States
ORG,Zorg en Hoop Airport,Paramaribo,Suriname
ORH,Worcester Regional Airport,Worcester,United States
ORI,Port Lions Airport,Port Lions,United States
ORJ,Orinduik Airport,Orinduik,Guyana
ORK,Cork,Cork,Ireland
ORL,Executive,Orlando,United States
ORN,Es Senia,Oran,Algeria
ORP,Orapa Airport,Orapa,Botswana
ORS,Orpheus Island,Orpheus Island,Australia
ORT,Northway,Northway,United States
ORV,Robert Curtis Memorial Airport,Noorvik,United States
ORW,Ormara Airport,Ormara Raik,Pakistan
ORX,Oriximina Airport,Oriximina,Brazil
ORY,Orly,Paris,France
OSB,Mosul International Airport,Mosul,Iraq
OSC,Oscoda Wurtsmith,Oscoda,United States
OSD,��stersund Airport,��stersund,Sweden
OSH,Wittman Regional Airport,Oshkosh,United States
OSI,Osijek,Osijek,Croatia
OSK,Oskarshamn,Oskarshamn,Sweden
OSL,Gardermoen,Oslo,Norway
OSN,Osan Ab,Osan,South Korea
OSP,Redzikowo,Slupsk,Poland
OSR,Mosnov,Ostrava,Czech Republic
OSS,Osh,Osh,Kyrgyzstan
OST,Oostende,Ostend,Belgium
OSU,Ohio State University Airport,Columbus,United States
OSW,Orsk Airport,Orsk,Russia
OSY,Namsos H��knes��ra Airport,Namsos,Norway
OSZ,Koszalin - Zegrze Pomorskie Airport,Koszalin,Poland
OTD,Contadora Airport,Contadora Island,Panama
OTH,Southwest Oregon Regional Airport,North Bend,United States
OTI,Pitu,Morotai Island,Indonesia
OTP,Henri Coanda,Bucharest,Romania
OTR,Coto 47,Coto 47,Costa Rica
OTS,Anacortes Airport,Anacortes,United States
OTU,Otu,Otu,Colombia
OTZ,Ralph Wien Mem,Kotzebue,United States
OUA,Ouagadougou,Ouagadougou,Burkina Faso
OUD,Angads,Oujda,Morocco
OUE,Ouesso,Ouesso,Congo (Kinshasa)
OUI,Ban Huoeisay Airport,Huay Xai,Laos
OUK,Outer Skerries Airport,Outer Skerries,United Kingdom
OUL,Oulu,Oulu,Finland
OVA,Bekily,Bekily,Madagascar
OVB,Tolmachevo,Novosibirsk,Russia
OVD,Asturias,Aviles,Spain
OVS,Sovetsky Tyumenskaya Airport,Sovetskiy,Russia
OWB,Owensboro Daviess County Airport,Owensboro,United States
OWD,Norwood Memorial Airport,Norwood,United States
OXB,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau
OXC,Waterbury-Oxford Airport,Oxford,United States
OXD,Miami University Airport,Oxford,United States
OXF,Kidlington,Oxford,United Kingdom
OXR,Oxnard - Ventura County,Oxnard,United States
OYE,Oyem,Oyem,Gabon
OYG,Moyo Airport,Moyo,Uganda
OYL,Moyale Airport,Moyale,Kenya
OZA,Ozona Muni,Ozona,United States
OZC,Ozamis,Ozamis,Philippines
OZH,Zaporizhzhia International Airport,Zaporozhye,Ukraine
OZP,Moron Ab,Sevilla,Spain
OZZ,Ouarzazate,Ouarzazate,Morocco
P08,Coolidge Municipal Airport,Cooldige,United States
P52,Cottonwood Airport,Cottonwood,United States
PAB,Bilaspur,Bilaspur,India
PAC,Marcos A Gelabert Intl,Panama,Panama
PAD,Paderborn Lippstadt,Paderborn,Germany
PAE,Snohomish Co,Everett,United States
PAF,Pakuba Airport,Pakuba,Uganda
PAG,Pagadian,Pagadian,Philippines
PAH,Barkley Regional Airport,Paducah,United States
PAJ,Parachinar Airport,Parachinar,Pakistan
PAM,Tyndall Afb,Panama City,United States
PAN,Pattani,Pattani,Thailand
PAO,Palo Alto Airport of Santa Clara County,Palo Alto,United States
PAP,Toussaint Louverture Intl,Port-au-prince,Haiti
PAQ,Palmer Muni,Palmer,United States
PAR,All Airports,Paris,France
PAS,Paros,Paros,Greece
PAT,Patna,Patina,India
PAV,Paulo Afonso,Paulo Alfonso,Brazil
PAX,Port-de-Paix Airport,Port-de-Paix,Haiti
PAZ,Tajin,Poza Rico,Mexico
PBC,Hermanos Serdan Intl,Puebla,Mexico
PBD,Porbandar,Porbandar,India
PBF,Grider Fld,Pine Bluff,United States
PBG,Plattsburgh Intl,Plattsburgh,United States
PBH,Paro,Thimphu,Bhutan
PBI,Palm Beach Intl,West Palm Beach,United States
PBJ,Tavie Airport,Paama Island,Vanuatu
PBL,General Bartolome Salom Intl,Puerto Cabello,Venezuela
PBM,Johan A Pengel Intl,Zandery,Suriname
PBN,Porto Amboim,Porto Amboim,Angola
PBO,Paraburdoo Airport,Paraburdoo,Australia
PBP,Islita Airport,Nandayure,Costa Rica
PBR,Puerto Barrios Airport,Puerto Barrios,Guatemala
PBU,Putao,Putao,Myanmar
PBV,St George,Point Barrow,United States
PBX,Pike County Airport - Hatcher Field,Pikeville,United States
PCA,Ingeniero Juan Guillermo Villasana,Pachuca,Mexico
PCB,Pondok Cabe,Jakarta,Indonesia
PCL,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru
PCM,Playa del Carmen Airport,Playa del Carmen,Mexico
PCN,Koromiko,Picton,New Zealand
PCP,Principe,Principe,Sao Tome and Principe
PCR,Puerto Carreno,Puerto Carreno,Colombia
PCW,Erie-Ottawa Regional Airport,Port Clinton,United States
PCZ,Waupaca Municipal Airport,Waupaca,United States
PDA,Obando Airport,Puerto In�_rida,Colombia
PDB,Pedro Bay Airport,Pedro Bay,United States
PDG,Minangkabau,Padang,Indonesia
PDK,Dekalb-Peachtree Airport,Atlanta,United States
PDL,Ponta Delgada,Ponta Delgada,Portugal
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia
PDP,Capitan Corbeta C A Curbelo International Airport,Punta del Este,Uruguay
PDS,Piedras Negras Intl,Piedras Negras,Mexico
PDT,Eastern Oregon Regional Airport,Pendleton,United States
PDV,Plovdiv,Plovdiv,Bulgaria
PDX,Portland Intl,Portland,United States
PEA,Penneshaw Airport,Penneshaw,Australia
PEC,Pelican Seaplane Base,Pelican,United States
PED,Pardubice,Pardubice,Czech Republic
PEE,Bolshoye Savino,Perm,Russia
PEF,Peenemunde Airfield,Peenemunde,Germany
PEG,Perugia,Perugia,Italy
PEI,Matecana,Pereira,Colombia
PEK,Capital Intl,Beijing,China
PEM,Padre Aldamiz,Puerto Maldonado,Peru
PEN,Penang Intl,Penang,Malaysia
PEQ,Pecos Municipal Airport,Pecos,United States
PER,Perth Intl,Perth,Australia
PES,Petrozavodsk Airport,Petrozavodsk,Russia
PET,Pelotas,Pelotas,Brazil
PEU,Puerto Lempira Airport,Puerto Lempira,Honduras
PEV,P̩cs-Pog��ny Airport,P̩cs-Pog��ny,Hungary
PEW,Peshawar Intl,Peshawar,Pakistan
PEX,Pechora,Pechora,Russia
PEZ,Penza Airport,Penza,Russia
PFB,Lauro Kurtz,Passo Fundo,Brazil
PFJ,Patreksfjordur,Patreksfjordur,Iceland
PFN,Panama City Bay Co Intl,Panama City,United States
PFO,Pafos Intl,Paphos,Cyprus
PFQ,Parsabade Moghan Airport,Parsabad,Iran
PFR,Ilebo Airport,Ilebo,Congo (Kinshasa)
PGA,Page Municipal Airport,Page,United States
PGD,Charlotte County-Punta Gorda Airport,Punta Gorda,United States
PGF,Rivesaltes,Perpignan,France
PGH,Pantnagar,Nainital,India
PGK,Depati Amir,Pangkal Pinang,Indonesia
PGU,Persian Gulf Airport,Khalije Fars,Iran
PGV,Pitt-Greenville Airport,Greenville,United States
PGX,Bassillac,Perigueux,France
PHA,Phan Rang Airport,Phan Rang,Vietnam
PHC,Port Harcourt Intl,Port Hartcourt,Nigeria
PHD,Harry Clever Field Airport,New Philadelpha,United States
PHE,Port Hedland Intl,Port Hedland,Australia
PHF,Newport News Williamsburg Intl,Newport News,United States
PHK,Pahokee Airport,Pahokee,United States
PHL,Philadelphia Intl,Philadelphia,United States
PHN,St Clair Co Intl,Port Huron,United States
PHO,Point Hope Airport,Point Hope,United States
PHS,Phitsanulok,Phitsanulok,Thailand
PHW,Phalaborwa,Phalaborwa,South Africa
PHX,Phoenix Sky Harbor Intl,Phoenix,United States
PHY,Phetchabun,Phetchabun,Thailand
PIA,Peoria Regional,Peoria,United States
PIB,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States
PID,Nassau Paradise Island Airport,Nassau,Bahamas
PIE,St Petersburg Clearwater Intl,St. Petersburg,United States
PIF,Pingtung South,Pingtung,Taiwan
PIH,Pocatello Regional Airport,Pocatello,United States
PIK,Prestwick,Prestwick,United Kingdom
PIM,Harris County Airport,Pine Mountain,United States
PIN,Julio Belem Airport,Parintins,Brazil
PIO,Pisco Intl,Pisco,Peru
PIP,Pilot Point Airport,Pilot Point,United States
PIR,Pierre Regional Airport,Pierre,United States
PIS,Biard,Poitiers,France
PIT,Pittsburgh Intl,Pittsburgh,United States
PIU,Capitan Fap Guillermo Concha Iberico,Piura,Peru
PIX,Pico,Pico,Portugal
PIZ,Point Lay Lrrs,Point Lay,United States
PJA,Pajala Airport,Pajala,Sweden
PJC,Dr. Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay
PJG,Panjgur,Panjgur,Pakistan
PJM,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica
PKB,Mid-Ohio Valley Regional Airport,Parkersburg,United States
PKC,Yelizovo,Petropavlovsk,Russia
PKE,Parkes Airport,Parkes,Australia
PKG,Pulau Pangkor Airport,Pangkor Island,Malaysia
PKH,Alexion,Porto Heli,Greece
PKK,Pakhokku Airport,Pakhokku,Myanmar
PKN,Iskandar,Pangkalan Bun,Indonesia
PKP,Puka Puka,Puka Puka,French Polynesia
PKR,Pokhara,Pokhara,Nepal
PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia
PKV,Kresty,Pskov,Russia
PKW,Selebi Phikwe,Selebi-phikwe,Botswana
PKY,Tjilik Riwut,Palangkaraya,Indonesia
PKZ,Pakse,Pakse,Laos
PLD,Playa Samara Airport,Playa Samara,Costa Rica
PLH,Plymouth,Plymouth,United Kingdom
PLJ,Placencia Airport,Placencia,Belize
PLL,Ponta Pelada Airport,Manaus,Brazil
PLM,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,United States
PLO,Port Lincoln Airport,Port Lincoln,Australia
PLP,Captain Ramon Xatruch Airport,La Palma,Panama
PLQ,Palanga Intl,Palanga,Lithuania
PLS,Providenciales,Providenciales,Turks and Caicos Islands
PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil
PLV,Poltava,Poltava,Ukraine
PLW,Mutiara,Palu,Indonesia
PLX,Semipalatinsk,Semiplatinsk,Kazakhstan
PLY,Gare de Lyon,Paris,France
PLZ,Port Elizabeth Intl,Port Elizabeth,South Africa
PMA,Pemba,Pemba,Tanzania
PMB,Pembina Muni,Pembina,United States
PMC,El Tepual Intl,Puerto Montt,Chile
PMD,Palmdale Rgnl Usaf Plt 42,Palmdale,United States
PME,Portsmouth Airport,Portsmouth,United Kingdom
PMF,Parma,Parma,Italy
PMG,Ponta Pora,Ponta Pora,Brazil
PMI,Son Sant Joan,Palma de Mallorca,Spain
PMK,Palm Island Airport,Palm Island,Australia
PML,Port Moller Airport,Cold Bay,United States
PMO,Palermo,Palermo,Italy
PMP,Pompano Beach Airpark,Pompano Beach,United States
PMQ,Perito Moreno,Perito Moreno,Argentina
PMR,Palmerston North,Palmerston North,New Zealand
PMS,Palmyra,Palmyra,Syria
PMV,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela
PMW,Palmas,Palmas,Brazil
PMY,El Tehuelche,Puerto Madryn,Argentina
PMZ,Palmar Sur,Palmar Sur,Costa Rica
PNA,Pamplona,Pamplona,Spain
PNB,Porto Nacional,Porto Nacional,Brazil
PNC,Ponca City Rgnl,Ponca City,United States
PND,Punta Gorda Airport,Punta Gorda,Belize
PNE,Northeast Philadelphia,Philadelphia,United States
PNH,Phnom Penh Intl,Phnom-penh,Cambodia
PNI,Pohnpei Intl,Pohnpei,Micronesia
PNK,Supadio,Pontianak,Indonesia
PNL,Pantelleria,Pantelleria,Italy
PNM,Princeton Muni,Princeton,United States
PNP,Girua Airport,Girua,Papua New Guinea
PNQ,Pune,Pune,India
PNR,Pointe Noire,Pointe-noire,Congo (Brazzaville)
PNS,Pensacola Rgnl,Pensacola,United States
PNT,Puerto Natales,Puerto Natales,Chile
PNV,Pajuostis,Panevezys,Lithuania
PNY,Pondicherry,Pendicherry,India
PNZ,Senador Nilo Coelho,Petrolina,Brazil
POA,Salgado Filho,Porto Alegre,Brazil
POB,Pope Field,Fort Bragg,United States
POC,Brackett Field,La Verne,United States
POE,Polk Aaf,Fort Polk,United States
POF,Poplar Bluff Municipal Airport,Poplar Bluff,United States
POG,Port Gentil,Port Gentil,Gabon
POI,Capitan Nicolas Rojas,Potosi,Bolivia
POJ,Patos de Minas Airport,Patos de Minas,Brazil
POL,Pemba,Pemba,Mozambique
POM,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea
POO,Pocos De Caldas,Pocos De Caldas,Brazil
POP,Gregorio Luperon Intl,Puerto Plata,Dominican Republic
POR,Pori,Pori,Finland
POS,Piarco,Port-of-spain,Trinidad and Tobago
POT,Ken Jones,Port Antonio,Jamaica
POW,Portoroz,Portoroz,Slovenia
POX,Cormeilles En Vexin,Pontoise,France
POZ,Lawica,Poznan,Poland
PPB,Presidente Prudente,President Prudente,Brazil
PPC,Prospect Creek Airport,Prospect Creek,United States
PPE,Puerto Penasco,Punta Penasco,Mexico
PPG,Pago Pago Intl,Pago Pago,American Samoa
PPK,Petropavlosk South Airport,Petropavlosk,Kazakhstan
PPL,Phaplu,Phaplu,Nepal
PPN,Guillermo Leon Valencia,Popayan,Colombia
PPP,Proserpine Whitsunday Coast,Prosserpine,Australia
PPQ,Paraparaumu,Paraparaumu,New Zealand
PPS,Puerto Princesa,Puerto Princesa,Philippines
PPT,Faa'a International,Papeete,French Polynesia
PPV,Port Protection Seaplane Base,Port Protection,United States
PPW,Papa Westray Airport,Papa Westray,United Kingdom
PQC,Duong Dong Airport,Phu Quoc,Vietnam
PQI,Northern Maine Rgnl At Presque Isle,Presque Isle,United States
PQQ,Port Macquarie Airport,Port Macquarie,Australia
PQS,Pilot Station Airport,Pilot Station,United States
PRA,General Urquiza,Parana,Argentina
PRC,Ernest A Love Fld,Prescott,United States
PRG,Ruzyne,Prague,Czech Republic
PRH,Phrae,Phrae,Thailand
PRI,Praslin,Praslin,Seychelles
PRL,Port Oceanic Airport,Port Oceanic,United States
PRN,Pristina,Pristina,Serbia
PRV,Prerov,Prerov,Czech Republic
PRY,Wonderboom,Pretoria,South Africa
PSA,Pisa,Pisa,Italy
PSC,Tri Cities Airport,Pasco,United States
PSD,Port Said,Port Said,Egypt
PSE,Mercedita,Ponce,Puerto Rico
PSG,Petersburg James A. Johnson,Petersburg,United States
PSH,St. Peter-Ording Airport,Sankt Peter-Ording,Germany
PSI,Pasni,Pasni,Pakistan
PSJ,Kasiguncu,Poso,Indonesia
PSL,Perth Scone Airport,Perth,United Kingdom
PSM,Pease International Tradeport,Portsmouth,United States
PSO,Antonio Narino,Pasto,Colombia
PSP,Palm Springs Intl,Palm Springs,United States
PSR,Pescara,Pescara,Italy
PSS,Posadas,Posadas,Argentina
PSU,Pangsuma Airport,Putussibau-Borneo Island,Indonesia
PSV,Papa Stour Airport,Papa Stour,United Kingdom
PSX,Palacios Muni,Palacios,United States
PSY,Stanley Airport,Stanley,Falkland Islands
PSZ,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia
PTA,Port Alsworth Airport,Port alsworth,United States
PTB,Dinwiddie County Airport,Petersburg,United States
PTF,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji
PTG,Polokwane International,Polokwane,South Africa
PTH,Port Heiden Airport,Port Heiden,United States
PTJ,Portland Airport,Portland,Australia
PTK,Oakland Co. Intl,Pontiac,United States
PTP,Le Raizet,Pointe-a-pitre,Guadeloupe
PTU,Platinum,Port Moller,United States
PTY,Tocumen Intl,Panama City,Panama
PTZ,Shell Mera,Pastaza,Ecuador
PUB,Pueblo Memorial,Pueblo,United States
PUC,Carbon County Regional-Buck Davis Field,Price,United States
PUD,Puerto Deseado,Puerto Deseado,Argentina
PUE,Puerto Obaldia,Puerto Obaldia,Panama
PUF,Pau Pyrenees,Pau,France
PUG,Port Augusta Airport,Argyle,Australia
PUJ,Punta Cana Intl,Punta Cana,Dominican Republic
PUK,Pukarua Airport,Pukarua,French Polynesia
PUM,Pomalaa,Pomalaa,Indonesia
PUQ,Carlos Ibanez Del Campo Intl,Punta Arenas,Chile
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia
PUS,Gimhae Intl,Busan,South Korea
PUU,Tres De Mayo,Puerto Asis,Colombia
PUW,Pullman-Moscow Rgnl,Pullman,United States
PUY,Pula,Pula,Croatia
PUZ,Puerto Cabezas,Puerto Cabezas,Nicaragua
PVA,El Embrujo,Providencia,Colombia
PVC,Provincetown Muni,Provincetown,United States
PVD,Theodore Francis Green State,Providence,United States
PVE,El Porvenir,El Porvenir,Panama
PVG,Pudong,Shanghai,China
PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil
PVK,Aktio,Preveza,Greece
PVO,Reales Tamarindos,Portoviejo,Ecuador
PVP,Palo Verde Airport,San Bruno,Mexico
PVR,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico
PVS,Provideniya Bay,Provideniya Bay,Russia
PVU,Provo Municipal Airport,Provo,United States
PWE,Pevek,Pevek,Russia
PWK,Chicago Executive,Chicago-Wheeling,United States
PWM,Portland Intl Jetport,Portland,United States
PWQ,Pavlodar,Pavlodar,Kazakhstan
PWT,Bremerton National,Bremerton,United States
PXH,Prominent Hill,Prominent Hill,Australia
PXM,Puerto Escondido Intl,Puerto Escondido,Mexico
PXO,Porto Santo,Porto Santo,Portugal
PXU,Pleiku Airport,Pleiku,Vietnam
PYC,Playon Chico,Playon Chico,Panama
PYE,Penrhyn Island Airport,Penrhyn Island,Cook Islands
PYH,Casique Aramare,Puerto Ayacucho,Venezuela
PYJ,Poliarny Airport,Yakutia,Russia
PYM,Plymouth Municipal Airport,Plymouth,United States
PYP,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States
PYR,Andravida,Andravida,Greece
PYY,Pai,Pai,Thailand
PZB,Pietermaritzburg,Pietermaritzburg,South Africa
PZE,Penzance Heliport,Penzance,United Kingdom
PZH,Zhob,Zhob,Pakistan
PZI,Panzhihua,Panzhihua,China
PZO,General Manuel Carlos Piar,Guayana,Venezuela
PZU,Port Sudan New International Airport,Port Sudan,Sudan
PZY,Piestany,Piestany,Slovakia
QAS,Ech Cheliff,Ech-cheliff,Algeria
QBC,Bella Coola Airport,Bella Coola,Canada
QCJ,Botucatu,Botucatu,Brazil
QCU,Akunnaaq Heliport,Akunnaaq,Greenland
QCY,Coningsby,Coningsby,United Kingdom
QDJ,Tsletsi Airport,Djelfa,Algeria
QDU,Dusseldorf Hauptbahnhof,Dusseldorf,Germany
QEF,Egelsbach,Egelsbach,Germany
QFD,Boufarik,Boufarik,Algeria
QFI,Iginniarfik Heliport,Iginniarfik,Greenland
QFO,Duxford Aerodrome,Duxford,United Kingdom
QFZ,Mainz Finthen,Mainz,Germany
QGY,Gy��r-P̩r International Airport,Gy��r,Hungary
QHR,Harar Meda Airport,Debre Zeyit,Ethiopia
QKL,Cologne Railway,Cologne,Germany
QKT,Wevelgem,Kortrijk-vevelgem,Belgium
QLA,Lasham,Lasham,United Kingdom
QLT,Latina,Latina,Italy
QMJ,Shahid Asyaee,Masjed Soleiman,Iran
QMZ,Mainz,Mainz,Germany
QNC,Neuchatel Airport,Neuchatel,Switzerland
QNJ,Annemasse,Annemasse,France
QNV,Aeroclube de Nova Iguacu,Nova Iguacu,Brazil
QNX,Charnay,Macon,France
